2024. 6. 9 오후 9:31:41,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:34:08,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:34:27,"빨간색 계열의 채소(토마토, 파프리카 등)",
2024. 6. 9 오후 9:35:29,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:36:24,,
2024. 6. 9 오후 9:38:22,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:38:46,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:44:12,"주황색 계열의 채소(당근, 단호박 등)",
2024. 6. 9 오후 9:45:34,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:48:13,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:49:19,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 9:58:22,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 10:01:13,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)",
2024. 6. 9 오후 10:07:42,"보라색 계열의 채소(적색 양배추, 가지 등)",
2024. 6. 9 오후 10:11:57,"빨간색 계열의 채소(토마토, 파프리카 등)/red",
2024. 6. 9 오후 10:13:07,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/",
2024. 6. 9 오후 10:18:02,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 9 오후 10:20:49,"노란색 계열의 채소(호박, 생강 등)/yellow/màu vàng",
2024. 6. 9 오후 10:21:26,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 9 오후 10:25:02,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 9 오후 10:41:26,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 9 오후 11:47:43,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 12:42:58,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 1:29:40,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 5:55:11,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 6:53:23,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오전 8:04:02,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 8:12:22,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 8:51:43,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오전 11:14:48,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 12:42:58,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 12:55:20,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 1:02:46,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 2:13:27,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 2:35:29,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 2:40:43,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 5:34:42,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 5:40:33,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 10 오후 7:21:40,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 7:38:59,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 7:39:10,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 7:45:11,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 10 오후 7:52:42,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 7:58:54,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 10 오후 7:59:39,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:18:08,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:23:42,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:25:45,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:26:14,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 8:26:53,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 10 오후 8:26:59,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:28:10,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:29:53,"노란색 계열의 채소(호박, 생강 등)/yellow/màu vàng",
2024. 6. 10 오후 8:30:12,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:30:47,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 8:32:35,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:37:03,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:37:11,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:39:06,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 10 오후 8:40:55,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 8:47:01,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 8:54:15,"흰색 계열의 채소(양파, 콩나물, 양배추 등)/white/Trắng",
2024. 6. 10 오후 9:00:05,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 10 오후 9:16:25,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 9:25:04,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 10 오후 10:07:52,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 10 오후 11:24:00,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 1:40:43,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 7:08:31,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 7:20:51,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 7:27:53,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 11 오전 7:28:02,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 11 오전 7:37:30,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 11 오전 7:42:04,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 11 오전 7:42:11,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:03:41,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:06:22,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:08:20,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 11 오전 8:13:45,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:14:30,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:18:07,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:32:23,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:34:33,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:42:09,"흰색 계열의 채소(양파, 콩나물, 양배추 등)/white/Trắng",
2024. 6. 11 오전 8:49:01,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:53:19,"흰색 계열의 채소(양파, 콩나물, 양배추 등)/white/Trắng",
2024. 6. 11 오전 8:53:28,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:57:34,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 8:58:11,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 11 오전 9:11:46,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 11 오전 9:32:00,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 9:33:44,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 11 오전 9:42:57,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 11 오전 9:48:25,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 9:53:13,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 10:13:09,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 10:18:19,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 10:19:26,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 10:20:59,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 10:21:58,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오전 10:25:18,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 11 오전 11:45:48,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 12:00:42,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 12:58:34,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 1:25:59,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 1:47:10,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 1:51:45,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 7:42:04,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 11 오후 9:24:02,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 11 오후 10:42:31,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:49:28,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:49:29,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:49:40,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:49:45,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 13 오전 9:49:58,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오전 9:50:09,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오전 9:50:13,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오전 9:50:15,"흰색 계열의 채소(양파, 콩나물, 양배추 등)/white/Trắng",
2024. 6. 13 오전 9:51:16,"보라색 계열의 채소(적색 양배추, 가지 등)/purple/màu tím",
2024. 6. 13 오전 9:51:20,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오전 9:51:42,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 13 오전 9:52:09,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오전 9:52:19,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:52:24,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:53:04,"흰색 계열의 채소(양파, 콩나물, 양배추 등)/white/Trắng",
2024. 6. 13 오전 9:54:54,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오전 9:55:12,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 13 오전 9:55:44,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 13 오전 9:55:53,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오전 9:56:50,"흰색 계열의 채소(양파, 콩나물, 양배추 등)/white/Trắng",
2024. 6. 13 오전 9:57:36,"주황색 계열의 채소(당근, 단호박 등)/orange/Quả cam",
2024. 6. 13 오후 8:12:14,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오후 8:14:24,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오후 8:16:51,"빨간색 계열의 채소(토마토, 파프리카 등)/red/Màu đỏ",
2024. 6. 13 오후 9:04:10,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
2024. 6. 13 오후 10:00:32,"초록색 계열의 채소(시금치, 브로콜리, 깻잎 등)/green/màu xanh lá",
